ID,Age,Ethnicity,Education,Income,Gender,Gender_4_TEXT,Party,Sup_MP1_1,Jus_MP1_1,Like_MP1_1,Sup_MP2_1,Jus_MP2_1,Like_MP2_1,Sup_MP3_1,Jus_MP3_1,Like_MP3_1,Sup_MP4_1,Jus_MP4_1,Like_MP4_1,Sup_MP5_1,Jus_MP5_1,Like_MP5_1,Sup_OG1_1,Jus_OG1_1,Like_OG1_1,Sup_OG2_1,Jus_OG2_1,Like_OG2_1,Sup_OG3_1,Jus_OG3_1,Like_OG3_1,Sup_OG4_1,Jus_OG4_1,Like_OG4_1,Sup_OG5_1,Jus_OG5_1,Like_OG5_1,Sup_IP1_1,Jus_IP1_1,Like_IP1_1,Sup_IP2_1,Jus_IP2_1,Like_IP2_1,Sup_IP3_1,Jus_IP3_1,Like_IP3_1,Sup_IP4_1,Jus_IP4_1,Like_IP4_1,Sup_IP5_1,Jus_IP5_1,Like_IP5_1,Comp,Comment,Condition,Comprehend
R_22WwajNFAeWErWH,35-54,Non-Hispanic Black,College Degree,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,98,96,100,1,21,16,91,100,99,Republican Party,,Ingroup-P Condition,Pass
R_2zeSEX0YITdvN53,55+,Asian,Graduate Degree,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,100,100,100,1,1,1,100,100,92,100,100,100,100,100,100,,,,,,,,,,,,,,,,Democratic Party,None,Actual-P Condition,Pass
R_BMneNmKm7lE0yGd,18-34,"American Ind./Alaskan Native, or Other",Graduate Degree,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98,95,32,32,3,97,100,92,30,78,26,76,50,60,Republican Party,"It was useful to me, and it really caught my decision making",Ingroup-P Condition,Pass
R_1EgHFvusUjASd3F,35-54,Non-Hispanic Black,College Degree,$50K - $100K,Female,,Democrat,22,23,22,21,29,23,22,25,30,21,22,23,1,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_zdu6G5a0gTD783L,55+,Non-Hispanic Black,Some College (No Degree),$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,91,92,88,78,84,94,94,90,67,66,66,85,83,87,Republican Party,,Ingroup-P Condition,Pass
R_3rTHPxBgLOJC8Jp,18-34,Asian,College Degree,$50K - $100K,Female,,Democrat,77,86,83,67,90,73,80,82,78,75,61,77,89,89,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_1ezSU8V0TJ8O5T3,55+,Asian,Graduate Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,38,59,41,68,40,59,43,40,39,63,62,61,41,62,Republican Party,good survey!,Ingroup-P Condition,Pass
R_2TWUSJdNNRKuPUl,35-54,Non-Hispanic White,College Degree,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,69,79,21,26,74,70,24,30,13,1,1,1,1,1,Republican Party,,Ingroup-P Condition,Pass
R_p5wn3lyKLp8k67n,35-54,"American Ind./Alaskan Native, or Other",Graduate Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,85,22,100,100,100,1,7,1,1,45,53,Republican Party,No,Ingroup-P Condition,Pass
R_XXqpJCCIN9JrfW1,55+,Non-Hispanic Black,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,100,95,100,26,68,70,4,28,38,69,100,1,76,100,29,,,,,,,,,,,,,,,,Republican Party,No,Actual-P Condition,Pass
R_1dp3e0pSddQ43Y4,35-54,Non-Hispanic Black,Graduate Degree,$0 - $50K,Female,,Democrat,65,72,52,87,96,86,86,96,81,73,69,29,78,83,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,none,Meta-P Condition,Pass
R_3Ojiz0SvlnHH2ty,55+,Non-Hispanic Black,Some College (No Degree),$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,100,100,1,100,60,72,91,100,100,1,1,10,81,100,82,,,,,,,,,,,,,,,,Republican Party,none at this time,Actual-P Condition,Pass
R_2EtUQHG9KiGrhbs,18-34,Non-Hispanic Black,Prefer not to say,$0 - $50K,Female,,Democrat,100,100,100,67,59,70,71,55,63,1,1,1,1,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,No ,Meta-P Condition,Pass
R_1GTWKrSRB1w2S88,35-54,Non-Hispanic Black,College Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,69,91,62,Republican Party,no,Ingroup-P Condition,Pass
R_rqGEjHGb3okBFGV,55+,Non-Hispanic Black,HS Diploma/GED or Less,$100K - $200K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,29,33,31,80,100,100,1,1,1,81,82,82,Republican Party,"I've noticed over the years, whenever there is a claim of voter fraud, suppression or intimidation, it's usually the Republican party being accused.",Ingroup-P Condition,Pass
R_1CEgdXjFQEiHghd,55+,Non-Hispanic Black,Some College (No Degree),$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,99,100,95,53,66,68,73,93,98,5,3,50,1,49,22,,,,,,,,,,,,,,,,Republican Party,Ni,Actual-P Condition,Pass
R_tJoXlRyQqtJRtRf,35-54,Non-Hispanic Black,College Degree,$0 - $50K,Female,,Democrat,76,76,73,78,53,68,80,74,83,83,82,78,81,81,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,Not applicable ,Meta-P Condition,Pass
R_12rwDtYPOkiEC45,18-34,Non-Hispanic Black,College Degree,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,87,100,100,100,100,99,100,100,27,34,32,1,1,1,Republican Party,Nothing,Ingroup-P Condition,Pass
R_23WeCOsNYZKjwsy,18-34,Non-Hispanic Black,College Degree,$50K - $100K,Male,,Democrat,68,21,69,78,80,80,88,65,82,86,73,88,79,76,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_33kXv31g8gnQ5Hq,55+,Non-Hispanic Black,Some College (No Degree),$0 - $50K,Female,,Democrat,87,85,81,87,84,100,93,91,84,84,86,94,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no,Meta-P Condition,Pass
R_2xxCT2S84Ms8IqT,55+,Non-Hispanic Black,Some College (No Degree),$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,1,1,1,1,1,1,1,29,33,1,38,1,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_3pg6FES6FH6ipP3,35-54,"American Ind./Alaskan Native, or Other",HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,95,100,100,52,57,55,60,58,50,59,58,58,60,54,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,Good job,Meta-P Condition,Pass
R_bj7YZDPzH17dvbj,55+,Asian,Some College (No Degree),$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,1,14,1,1,8,29,1,56,51,43,50,50,1,Democratic Party,,Ingroup-P Condition,Pass
R_2v0rN9PmRLxTp2z,18-34,"American Ind./Alaskan Native, or Other",HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,99,98,100,33,38,26,100,100,100,6,18,10,50,50,49,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_UFM9t4ihKrTWpA5,35-54,Asian,Graduate Degree,$50K - $100K,Male,,Republican,100,94,100,83,100,100,100,100,100,100,100,95,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,yes,Meta-P Condition,Pass
R_2v99xAQ33dSZVNY,55+,Prefer not to say,College Degree,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,1,1,1,1,1,1,1,1,1,100,100,100,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_2wAysb4NAZhYNkf,55+,"American Ind./Alaskan Native, or Other",HS Diploma/GED or Less,$50K - $100K,Male,,Democrat,100,1,15,100,100,100,100,1,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,none,Meta-P Condition,Pass
R_ZwTPF7D9cJkiaI1,18-34,"American Ind./Alaskan Native, or Other",College Degree,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,100,100,100,61,72,1,100,100,100,41,1,1,61,1,1,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_24wwcMy6OYKWtd9,35-54,Asian,College Degree,$50K - $100K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,87,91,93,68,64,88,66,85,89,91,88,90,81,85,Republican Party,Interesting scenarios.,Ingroup-P Condition,Pass
R_usiF7ciimEA2D8B,35-54,"American Ind./Alaskan Native, or Other",Some College (No Degree),$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,28,30,26,31,28,17,100,100,100,19,100,30,100,99,99,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_2fEdzLIZ5IMu530,35-54,Asian,Graduate Degree,$50K - $100K,Female,,Democrat,63,73,60,82,100,100,67,59,52,83,75,61,72,72,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_3rU7ZrdXILce11S,18-34,Prefer not to say,Some College (No Degree),$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,98,100,100,100,1,39,53,Republican Party,No I do not.,Ingroup-P Condition,Pass
R_ub1IhPudFXoQKqt,18-34,Asian,College Degree,$0 - $50K,Female,,Republican,72,82,21,83,34,67,94,86,97,37,77,79,26,69,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_qWLaol09YJtousN,18-34,Non-Hispanic White,College Degree,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,74,77,27,74,23,84,35,77,27,22,10,16,21,13,Democratic Party,,Ingroup-P Condition,Pass
R_eLDz8Bqp709F2MN,18-34,Asian,Prefer not to say,$50K - $100K,Female,,Democrat,22,22,86,65,50,1,30,17,85,30,35,52,37,42,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_31aBflcHqIoFtuO,55+,"American Ind./Alaskan Native, or Other",HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,28,45,38,31,63,29,1,100,89,34,,32,35,67,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,Don't no,Meta-P Condition,Pass
R_3lFbPe6aebYQFag,55+,Asian,Some College (No Degree),$50K - $100K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,100,100,82,20,27,100,100,100,51,35,52,74,90,78,Republican Party,,Ingroup-P Condition,Pass
R_3lJrlGQFmmkUdzA,35-54,Asian,College Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,34,32,29,31,35,38,66,67,67,31,28,23,27,28,28,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_1QsJIU5wJFXkg88,18-34,Asian,Some College (No Degree),$0 - $50K,Female,,Republican,100,86,91,75,42,70,35,31,100,39,38,66,42,28,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_20OLeXJ6alxkR0a,55+,Non-Hispanic White,Graduate Degree,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,100,100,100,98,4,1,20,4,1,100,100,100,100,88,96,,,,,,,,,,,,,,,,Democratic Party,The Democratic Party is trying to control everything ,Actual-P Condition,Pass
R_2bV5NlVOGZCgBHK,55+,Non-Hispanic White,College Degree,$100K - $200K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,52,51,52,69,64,79,49,57,49,93,86,91,Democratic Party,,Ingroup-P Condition,Pass
R_2y2sZBJ7SCDXGcW,35-54,Non-Hispanic White,Some College (No Degree),$0 - $50K,Female,,Democrat,87,83,93,96,100,90,83,87,96,88,93,90,90,97,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,keep up the good work. we need new change in chicago.,Meta-P Condition,Pass
R_3CQrydUoIcVTb1y,55+,Non-Hispanic White,Graduate Degree,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,100,100,100,1,1,1,100,100,100,1,1,1,42,41,41,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_2PhtNusjrMhbyi8,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,78,100,85,100,100,100,86,81,74,82,98,98,93,84,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_u9WaDhEpcCyn7Wh,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,50,30,49,50,34,49,26,50,50,36,50,3,50,35,33,,,,,,,,,,,,,,,,Republican Party,None,Actual-P Condition,Pass
R_3k7jNeRxCOvGj5H,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,25,36,34,8,18,18,21,9,26,93,97,100,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,No,Meta-P Condition,Pass
R_vHvGaozDJeRI9KF,35-54,Non-Hispanic White,Some College (No Degree),$100K - $200K,Female,,Republican,,,,,,,,,,,,,,,,100,100,100,100,100,100,1,1,1,1,79,6,50,3,1,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_25SiRx7qWd2BoDx,35-54,Non-Hispanic White,Some College (No Degree),$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,94,74,40,36,26,100,100,100,1,1,1,59,57,66,Republican Party,,Ingroup-P Condition,Pass
R_1pMYRVtIVoWIgZJ,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,79,84,88,92,88,81,71,75,89,100,100,100,92,77,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_XOhXUFadCf4nW3n,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,none,Meta-P Condition,Pass
R_sBEUjHydmYtsZB7,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no,Meta-P Condition,Pass
R_12hxG2YnQ1tiYZi,35-54,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,40,44,41,40,37,50,50,50,33,27,37,42,42,35,Republican Party,no ,Ingroup-P Condition,Pass
R_2dAVdJeWWQOyERA,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,83,81,57,82,62,80,50,50,50,100,92,93,41,62,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,none,Meta-P Condition,Pass
R_ZJps5ezkm1Vi7kd,55+,Non-Hispanic White,Some College (No Degree),$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,45,46,64,34,62,20,86,83,61,56,55,43,43,44,Democratic Party,no comment,Ingroup-P Condition,Pass
R_3fUAeGREKiCgMM9,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,100,100,100,15,20,19,100,100,100,19,22,28,100,100,100,,,,,,,,,,,,,,,,Republican Party,None,Actual-P Condition,Pass
R_XBspBsFE0f89qj7,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,69,81,84,4,12,5,87,93,91,23,36,25,19,15,20,,,,,,,,,,,,,,,,Democratic Party,No,Actual-P Condition,Pass
R_1OlQm8gHXYOXgN0,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,98,95,96,59,45,54,91,81,86,1,4,8,91,82,92,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_2vk1jmdpDUrdggY,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,99,93,98,83,98,93,89,86,91,93,86,30,36,92,Democratic Party,,Ingroup-P Condition,Pass
R_2vf4LrQFxXb5CrR,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,22,22,20,100,84,91,Democratic Party,,Ingroup-P Condition,Pass
R_3QRSedUHlqERGXm,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,78,86,75,63,58,64,83,80,83,10,16,14,15,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_dgwtQbvyQXyuYvv,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,97,100,99,100,100,97,81,82,84,100,100,99,98,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_4VqHISuwFtOwv4J,55+,Non-Hispanic White,Some College (No Degree),$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,81,92,61,10,20,52,30,72,20,10,20,60,30,61,Republican Party,no,Ingroup-P Condition,Pass
R_DvNOnI1kw0Zzkqd,35-54,Non-Hispanic White,Some College (No Degree),$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,97,100,100,1,22,1,50,51,50,1,45,1,51,50,50,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_3JDaRwcThVo0StM,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_1Legmvv0kQmWoST,35-54,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,99,90,93,97,93,93,84,91,86,94,100,100,100,96,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,No,Meta-P Condition,Pass
R_3NyVJosyPVI6NlJ,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,Makes me think about things,Meta-P Condition,Pass
R_TivbuSzzfZhmCZ3,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,83,83,78,1,5,1,17,20,17,49,43,45,60,57,51,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1pW4e1nL7fyMoX0,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,1,1,1,100,100,100,Democratic Party,I do not have any comments.  ,Ingroup-P Condition,Pass
R_24Gz1dvPpRkXSdJ,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,94,91,93,95,94,94,72,80,100,60,38,41,97,94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,no,Meta-P Condition,Pass
R_3dPUzh0gnQNBIZS,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,65,60,41,43,27,76,40,68,37,33,52,62,61,50,Republican Party,No,Ingroup-P Condition,Pass
R_3jZNFqHRzycvExj,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,1,1,1,100,100,100,Democratic Party,No,Ingroup-P Condition,Pass
R_2dmQKTmFizv5mGx,35-54,Non-Hispanic White,College Degree,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,53,52,42,41,37,100,100,100,100,100,100,46,39,49,Republican Party,,Ingroup-P Condition,Pass
R_3375hK2NPoeusgi,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,57,72,57,100,95,100,73,50,69,1,1,1,89,100,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,None,Meta-P Condition,Pass
R_3EbRpubkQ5sjtiF,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,,,,,,,,,,,,,,,,50,50,49,50,50,49,58,50,54,43,50,51,46,62,57,,,,,,,,,,,,,,,,Democratic Party,None,Actual-P Condition,Pass
R_2WUqxLeH45Cwmi9,35-54,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,21,96,72,40,45,79,61,68,2,19,18,1,6,1,Republican Party,I do not,Ingroup-P Condition,Pass
R_1fegFBRdAzejIEA,55+,Non-Hispanic White,Some College (No Degree),$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_2EoBGHVIKS3VYWQ,18-34,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,91,100,95,89,100,95,96,100,98,99,99,98,96,94,92,,,,,,,,,,,,,,,,Democratic Party,it seems tese surveys are very biased,Actual-P Condition,Pass
R_3EtbZ0VNsWRC1rE,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Republican Party,no.,Ingroup-P Condition,Pass
R_3shoiorPh5TcxFh,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,42,7,1,42,1,1,1,100,1,23,1,1,43,1,54,,,,,,,,,,,,,,,,Democratic Party,None,Actual-P Condition,Pass
R_2ffcE1z3dhFrlrX,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Democrat,90,87,88,82,87,83,73,75,83,88,69,68,79,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_4TlSXf85MwE85zj,55+,Non-Hispanic White,HS Diploma/GED or Less,$100K - $200K,Female,,Republican,97,96,100,96,97,98,94,92,91,96,97,96,97,92,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,Great survey,Meta-P Condition,Pass
R_3fPPBcZXJJqZrzT,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Republican,41,40,41,71,75,71,65,72,64,29,29,28,31,33,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,No I don't,Meta-P Condition,Pass
R_28D4JjPiFjzqRqO,55+,Non-Hispanic White,Some College (No Degree),$50K - $100K,Female,,Republican,99,100,100,100,98,97,97,95,100,95,79,99,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_2VKN7MhgRnfjPrw,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Democrat,71,1,31,21,18,8,30,12,1,81,91,81,77,80,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_3qlqx0iy4KdpEW1,55+,Non-Hispanic White,HS Diploma/GED or Less,Prefer not to say,Female,,Democrat,100,100,100,100,87,93,61,65,61,93,92,91,88,88,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Democratic Party,,Meta-P Condition,Pass
R_1gApMGHY1hiBGzT,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,,,,,,,,,,,,,,,,90,87,95,56,67,65,82,82,88,77,86,83,89,82,84,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_3oAtQyZTNKkorcV,35-54,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,81,73,73,65,69,80,88,79,60,62,79,63,41,64,Democratic Party,,Ingroup-P Condition,Pass
R_1Eg1cOBrgoxvLJC,55+,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Female,,Republican,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,no,Meta-P Condition,Pass
R_3MnjIrb1QdvE1bq,18-34,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,71,66,65,59,40,28,53,10,35,42,70,24,76,22,58,,,,,,,,,,,,,,,,Democratic Party,No comment ,Actual-P Condition,Pass
R_Pt7BMldx0y02J69,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Female,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,43,61,83,40,82,100,100,100,1,1,1,82,80,92,Democratic Party,Thank you.,Ingroup-P Condition,Pass
R_1IbdPkK70fvQKA8,55+,Non-Hispanic White,HS Diploma/GED or Less,$50K - $100K,Male,,Republican,,,,,,,,,,,,,,,,54,41,40,68,83,62,70,62,70,85,100,86,71,50,72,,,,,,,,,,,,,,,,Democratic Party,,Actual-P Condition,Pass
R_1pYW3d6aShBqfup,18-34,Non-Hispanic White,Some College (No Degree),$50K - $100K,Female,,Republican,64,66,67,100,100,100,96,100,98,100,100,100,73,82,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,Meta-P Condition,Pass
R_zZoSRbApxvurCsp,35-54,Non-Hispanic White,College Degree,$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,1,1,1,100,100,100,1,1,1,1,1,1,Republican Party,Very confusing at times with the way it was worded,Ingroup-P Condition,Pass
R_1LZtJqI7TD6495Z,35-54,Non-Hispanic White,HS Diploma/GED or Less,$0 - $50K,Male,,Democrat,,,,,,,,,,,,,,,,88,82,31,29,25,27,24,34,32,33,30,37,33,34,28,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
R_2xwPpiGf81kTuDq,55+,Non-Hispanic White,Some College (No Degree),$0 - $50K,Female,,Democrat,,,,,,,,,,,,,,,,82,72,82,1,100,100,100,100,100,100,100,100,21,51,42,,,,,,,,,,,,,,,,Republican Party,,Actual-P Condition,Pass
